Period Type,User,Status,Start Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,> Count,Active Hours,On Hours,User Hours
month,Student,Active,08/01/20,2.52,1.73,0.57,0.07,0.08,0.12,0.43,0.27,0.43,0.2,0.38,0.28,0.47,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47,19.57,46.65
month,Student,Active,07/01/20,0.1,0.1,0.05,0.1,0.2,0.18,0.1,0.18,0.12,0.17,0.43,0.4,0.57,0.78,0.22,0.0,0.0,0.0,0.0,0.0,0.0,3.7,24.82,38.98
month,Student,Active,06/01/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
month,Student,Active,05/01/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
month,Student,Active,04/01/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
month,Student,Active,03/01/20,10.4,2.37,0.33,0.35,0.07,0.32,0.45,0.85,0.73,1.38,1.87,1.4,0.8,0.47,0.5,2.95,1.53,0.0,0.0,0.0,0.0,26.77,38.72,185.18
month,Student,Active,02/01/20,3.38,1.38,0.98,1.52,0.88,0.65,0.67,1.6,1.48,1.38,3.25,2.02,2.17,3.87,4.92,1.65,0.0,0.0,0.0,0.0,0.0,31.8,79.3,310.53
month,Student,Active,01/01/20,7.18,2.02,1.47,1.68,1.42,2.83,2.23,2.47,4.68,2.95,3.63,4.02,4.9,5.73,5.9,3.18,0.18,0.0,0.0,0.0,0.0,56.48,92.02,528.13
month,Student,Active,12/01/19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
month,Student,Active,11/01/19,2.13,1.73,0.68,0.93,1.32,1.15,0.43,0.65,0.45,1.1,1.53,1.53,3.48,4.77,5.6,2.37,1.12,0.0,0.0,0.0,0.0,30.98,62.27,336.28
month,Student,Active,10/01/19,4.18,2.8,1.55,1.25,2.32,2.92,1.57,1.75,1.92,2.68,3.05,4.22,5.47,5.38,6.1,4.82,7.82,0.0,0.0,0.0,0.0,59.78,112.5,649.6
month,Student,Active,09/01/19,1.38,0.32,0.2,0.55,0.33,0.78,0.9,0.78,0.47,0.38,0.45,0.33,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,18.55,46.08
month,Student,All,08/01/20,1.3,1.25,0.38,0.0,0.0,0.0,0.02,0.07,0.5,0.12,2.03,0.67,1.03,1.25,0.18,0.03,0.0,0.0,0.0,0.0,0.0,8.83,19.57,75.85
